,WindGustSpeed,cloud,pressure,humidity,temp,RainToday,RainTomorrow
9436,35.0,4.0,1014.5,69.5,25.674999999999997,0,0
9437,24.0,3.5,1015.3,70.0,25.375,0,0
9438,28.0,4.5,1011.75,72.0,24.674999999999997,0,0
9439,43.0,3.0,1004.3499999999999,64.0,26.25,0,1
9440,31.0,2.0,1001.9,68.0,24.6,1,0
9441,41.0,1.0,1008.35,31.0,22.15,0,0
9442,31.0,0.0,1010.4000000000001,25.0,24.075,0,0
9443,30.0,6.0,1011.0999999999999,50.0,26.475,0,0
9444,46.0,2.5,1013.25,57.5,26.174999999999997,0,0
9445,54.0,0.0,1010.95,57.5,26.650000000000002,0,0
9446,31.0,1.0,1013.55,66.5,24.95,0,0
9447,52.0,4.0,1012.55,69.5,25.825000000000003,0,0
9448,54.0,2.0,1009.95,60.5,27.6,0,0
9449,46.0,5.5,1012.1500000000001,76.0,26.475,0,0
9450,28.0,6.0,1010.2,78.0,25.375,0,1
9451,35.0,7.0,1008.2,72.0,24.625,1,0
9452,44.0,4.0,1014.5999999999999,69.0,26.175,0,1
9453,48.0,7.0,1013.1500000000001,73.5,25.750000000000004,1,1
9454,52.0,7.0,1013.25,69.5,24.55,1,1
9455,46.0,6.5,1011.8,75.0,24.075000000000003,1,1
9456,41.0,6.0,1011.0,73.0,25.325000000000003,1,1
9457,35.0,7.0,1010.25,83.5,24.975,1,1
9458,41.0,3.0,1010.15,69.0,26.225,1,1
9459,30.0,7.5,1013.1500000000001,93.5,23.875,1,1
9460,35.0,6.5,1017.9,84.5,25.15,1,0
9461,28.0,5.5,1020.55,74.5,24.174999999999997,0,1
9462,19.0,5.5,1021.3,78.0,24.25,1,1
9463,26.0,1.5,1019.35,65.0,24.275,1,0
9464,39.0,1.5,1016.65,62.5,24.549999999999997,0,0
9465,54.0,1.0,1011.2,64.0,26.625,0,0
9466,41.0,3.5,1010.6500000000001,64.5,26.95,0,0
9467,56.0,4.0,1007.85,66.0,27.075000000000003,0,0
9468,57.0,5.0,1005.5,66.0,27.525000000000002,0,1
9469,33.0,3.5,1010.85,72.0,23.75,1,0
9470,41.0,2.0,1013.9,65.0,24.099999999999998,0,0
9471,52.0,3.0,1019.1,55.0,23.650000000000002,0,1
9472,37.0,5.0,1020.95,67.5,23.275,1,1
9473,24.0,7.0,1020.45,85.5,22.475,1,1
9474,44.0,2.0,1018.15,68.5,24.525,1,0
9475,50.0,1.0,1016.8499999999999,64.0,26.125,0,0
9476,48.0,5.0,1012.3,64.0,27.549999999999997,0,1
9477,41.0,8.0,1020.0,69.5,22.075,1,1
9478,44.0,7.0,1023.45,72.5,22.575,1,1
9479,41.0,2.0,1023.5,73.0,22.9,1,1
9480,31.0,7.0,1020.3,76.0,23.374999999999996,1,0
9481,39.0,7.0,1015.6500000000001,75.0,24.775000000000002,0,0
9482,54.0,8.0,1013.7,85.5,22.75,0,1
9483,56.0,8.0,1013.7,74.5,19.450000000000003,1,1
9484,44.0,8.0,1015.25,91.0,20.55,1,1
9485,37.0,6.0,1014.2,77.0,23.174999999999997,1,1
9486,41.0,6.0,1011.95,74.5,23.525,1,1
9487,37.0,7.0,1012.5,77.0,24.575,1,0
9488,35.0,7.0,1013.65,79.0,24.375,0,1
9489,43.0,7.0,1014.3,75.0,24.475,1,0
9490,26.0,4.5,1013.9,76.0,25.6,0,0
9491,39.0,5.0,1018.55,61.0,24.075,0,1
9492,54.0,8.0,1025.8,83.0,20.35,1,1
9493,52.0,7.0,1030.8,71.5,21.2,1,1
9494,43.0,5.5,1029.75,77.0,20.925,1,1
9495,35.0,4.5,1026.25,76.5,21.525,1,0
9496,35.0,6.5,1022.9,69.5,21.65,0,0
9497,48.0,7.0,1021.65,70.0,21.35,0,1
9498,33.0,7.0,1024.4,82.5,21.450000000000003,1,0
9499,33.0,1.5,1025.35,64.0,22.775,0,0
9500,35.0,3.5,1022.35,71.0,23.45,0,0
9501,35.0,1.0,1021.7,61.0,23.1,0,0
9502,48.0,1.0,1018.5,62.0,24.5,0,0
9503,39.0,1.0,1017.3,66.5,24.2,0,0
9504,26.0,6.0,1018.95,69.5,23.924999999999997,0,0
9505,22.0,1.5,1019.7,70.0,22.75,0,0
9506,28.0,1.0,1021.65,66.5,23.2,0,0
9507,41.0,1.0,1019.55,67.0,24.05,0,0
9508,41.0,3.0,1018.8499999999999,62.0,24.3,0,0
9509,39.0,5.0,1019.0,71.5,24.175,0,0
9510,44.0,6.0,1018.65,65.0,24.200000000000003,0,0
9511,44.0,7.0,1017.2,65.5,24.7,0,0
9512,37.0,7.5,1016.25,81.5,21.7,0,1
9513,28.0,2.0,1015.9000000000001,68.0,22.175,1,0
9514,37.0,1.5,1017.2,60.5,21.725,0,0
9515,52.0,1.0,1018.3,49.0,22.475,0,1
9516,48.0,5.0,1018.55,60.5,21.525,1,0
9517,33.0,1.5,1018.7,58.5,20.9,0,0
9518,28.0,7.5,1019.75,73.0,20.95,0,0
9519,41.0,8.0,1018.05,63.5,22.9,0,0
9520,50.0,6.0,1012.8499999999999,68.0,23.424999999999997,0,0
9521,31.0,4.0,1012.25,60.0,22.424999999999997,0,0
9522,22.0,3.0,1009.6500000000001,66.5,23.275000000000002,0,0
9523,30.0,6.5,1009.7,61.0,23.85,0,0
9524,37.0,6.0,1012.15,55.0,23.450000000000003,0,0
9525,33.0,1.5,1018.7,46.5,21.075,0,0
9526,35.0,1.0,1020.8,48.0,21.15,0,0
9527,24.0,6.0,1020.35,59.5,20.299999999999997,0,0
9528,30.0,3.0,1024.1,57.5,21.25,0,1
9529,37.0,4.5,1025.2,75.5,20.75,1,1
9530,28.0,5.0,1024.45,78.5,21.075,1,1
9531,31.0,7.0,1023.75,79.5,21.05,1,1
9532,31.0,7.0,1022.65,93.5,19.375,1,1
9533,22.0,5.5,1022.25,78.5,21.05,1,0
9534,20.0,1.0,1022.0,69.0,21.55,0,0
9535,35.0,1.0,1019.8,67.5,22.5,0,0
9536,33.0,6.0,1015.65,60.5,24.6,0,0
9537,50.0,8.0,1011.85,69.0,22.975,0,1
9538,48.0,1.0,1021.3,45.0,19.725,1,0
9539,31.0,6.5,1020.3,55.5,18.85,0,0
9540,24.0,1.0,1019.75,49.5,21.5,0,0
9541,26.0,0.0,1019.05,53.0,20.375,0,0
9542,31.0,4.5,1022.85,54.5,19.125,0,0
9543,28.0,4.0,1025.25,65.0,19.775000000000002,0,0
9544,37.0,1.0,1024.6,64.5,21.375,0,0
9545,19.0,4.0,1024.6,64.5,21.25,0,1
9546,20.0,8.0,1020.75,95.0,18.275,1,1
9547,30.0,1.0,1013.35,67.5,20.675,1,0
9548,39.0,1.5,1019.15,40.0,16.95,0,0
9549,33.0,1.5,1019.25,54.5,17.299999999999997,0,0
9550,33.0,2.0,1019.55,57.5,18.975,0,0
9551,28.0,1.0,1019.6500000000001,62.0,19.425,0,0
9552,22.0,2.5,1018.55,68.0,19.075000000000003,0,0
9553,30.0,3.0,1014.0,71.0,19.299999999999997,0,0
9554,44.0,0.0,1015.05,46.5,17.025,0,0
9555,30.0,0.5,1016.8,38.0,15.325,0,0
9556,31.0,0.0,1015.15,44.0,16.099999999999998,0,0
9557,35.0,0.5,1015.25,48.0,16.8,0,0
9558,39.0,4.0,1018.2,56.0,17.9,0,0
9559,35.0,7.0,1017.1,71.5,16.5,0,1
9560,39.0,4.0,1014.6,59.5,16.625,1,1
9561,46.0,3.5,1018.5,57.0,18.475,1,0
9562,30.0,4.0,1020.2,65.0,17.125,0,0
9563,35.0,7.0,1017.6,75.5,17.575000000000003,0,1
9565,39.0,7.0,1019.85,65.5,17.8,0,1
9566,28.0,7.0,1018.05,76.5,17.200000000000003,1,0
9567,30.0,5.0,1008.85,71.5,20.1,0,0
9568,39.0,3.5,1003.45,51.5,20.0,0,1
9569,59.0,6.5,1013.5999999999999,82.0,16.925,1,1
9570,28.0,5.5,1019.5,77.5,17.549999999999997,1,1
9571,35.0,7.0,1008.6,76.5,18.549999999999997,1,1
9572,33.0,3.5,1006.4000000000001,42.5,16.25,1,0
9573,41.0,2.0,1008.75,53.5,17.1,0,0
9574,43.0,7.0,1015.9,55.5,18.9,0,1
9575,33.0,8.0,1018.3,93.0,15.350000000000001,1,1
9576,43.0,8.0,1017.25,93.0,15.049999999999999,1,1
9577,52.0,5.0,1010.3499999999999,79.0,17.349999999999998,1,1
9578,54.0,5.5,1009.25,58.0,18.825,1,0
9579,43.0,1.5,1012.65,42.0,15.85,0,0
9580,52.0,4.0,1020.5,52.5,16.35,0,0
9581,26.0,1.0,1020.5,58.0,16.0,0,0
9582,35.0,6.5,1012.7,49.5,17.425,0,0
9583,37.0,4.5,1016.9,44.0,13.075,0,0
9584,39.0,7.0,1018.35,52.0,13.224999999999998,0,0
9585,35.0,1.0,1019.25,49.5,13.4,0,0
9586,41.0,5.5,1026.65,64.5,14.75,0,1
9587,33.0,7.0,1031.0,83.0,14.775,1,1
9588,31.0,6.0,1029.85,82.5,14.200000000000001,1,0
9589,22.0,3.5,1026.85,77.5,14.725000000000001,0,0
9590,37.0,8.0,1019.45,63.5,15.55,0,0
9591,33.0,1.5,1016.5,52.0,16.6,0,0
9592,24.0,1.0,1019.0999999999999,63.0,13.85,0,0
9593,19.0,1.0,1024.65,60.5,14.349999999999998,0,0
9594,33.0,4.5,1029.9499999999998,71.5,14.675,0,1
9595,41.0,7.0,1033.1,80.5,15.825,1,1
9596,35.0,6.0,1032.5500000000002,75.0,16.075000000000003,1,1
9597,28.0,6.0,1028.6,72.5,16.25,1,0
9598,39.0,3.0,1025.15,62.0,16.35,0,0
9599,39.0,4.5,1019.3499999999999,70.5,16.6,0,1
9600,31.0,6.0,1017.4000000000001,68.5,15.924999999999999,1,0
9601,35.0,1.0,1018.6,57.5,14.15,0,0
9602,19.0,1.0,1019.0999999999999,63.5,11.65,0,0
9603,22.0,3.0,1019.45,57.0,11.225,0,0
9604,26.0,6.5,1024.1,67.5,10.725,0,0
9605,17.0,7.5,1025.45,86.5,11.1,0,1
9606,44.0,1.5,1023.5,49.5,13.274999999999999,1,0
9607,41.0,3.0,1026.15,52.0,14.975000000000001,0,0
9608,31.0,4.5,1023.9499999999999,67.0,14.275,0,1
9609,31.0,7.5,1016.0,86.0,14.35,1,0
9610,48.0,7.5,1018.8499999999999,61.5,14.325,0,1
9611,50.0,6.0,1022.3,73.0,15.975,1,1
9612,46.0,5.5,1025.4,65.0,15.975000000000001,1,1
9613,28.0,2.5,1026.6,71.5,15.725000000000001,1,0
9614,35.0,2.5,1023.75,57.5,17.85,0,0
9615,20.0,6.0,1021.4,71.0,17.575,0,0
9616,41.0,5.5,1019.3,84.0,17.475,0,0
9617,59.0,3.5,1011.55,54.5,19.125,0,0
9618,44.0,1.0,1015.5999999999999,37.5,14.975000000000001,0,0
9619,33.0,2.5,1023.0,41.5,13.975000000000001,0,0
9620,31.0,1.0,1025.7,58.5,13.45,0,0
9621,39.0,0.5,1022.05,57.5,16.15,0,0
9622,37.0,6.0,1016.55,71.0,17.15,0,1
9623,41.0,3.5,1019.35,62.0,13.775,1,0
9624,41.0,6.5,1022.45,55.5,13.925,0,0
9625,48.0,5.0,1025.35,49.0,14.7,0,0
9626,41.0,5.5,1029.15,57.5,15.325000000000001,0,0
9627,30.0,5.0,1027.7,63.0,15.350000000000001,0,1
9628,26.0,7.0,1027.1,74.0,15.55,1,1
9629,41.0,4.5,1030.65,69.0,15.975000000000001,1,1
9630,35.0,7.5,1032.25,81.0,14.725,1,1
9631,50.0,8.0,1025.55,89.5,16.475,1,1
9632,20.0,5.0,1019.1500000000001,75.0,18.0,1,0
9633,30.0,3.5,1017.9000000000001,65.5,19.825,0,0
9634,44.0,6.0,1013.9,83.5,20.65,0,1
9637,74.0,3.5,1010.6500000000001,47.0,14.9,0,0
9638,33.0,0.5,1017.65,44.0,15.375,0,0
9639,30.0,2.0,1017.1500000000001,47.0,15.649999999999999,0,0
9640,35.0,0.5,1018.45,41.5,13.5,0,0
9641,46.0,1.0,1021.25,43.5,13.8,0,0
9642,20.0,0.5,1020.3499999999999,53.0,13.2,0,0
9643,39.0,0.5,1022.1,69.5,15.225000000000001,0,1
9644,43.0,8.0,1019.05,83.0,17.05,1,1
9645,41.0,7.0,1008.3,59.5,19.1,1,0
9646,46.0,1.0,1004.95,39.0,15.649999999999999,0,0
9647,35.0,1.0,1010.65,38.5,15.625,0,0
9648,48.0,0.0,1014.9000000000001,50.5,15.650000000000002,0,0
9649,52.0,2.0,1009.0,34.5,18.0,0,0
9650,24.0,0.0,1013.2,45.0,15.9,0,0
9651,33.0,1.0,1021.1500000000001,40.0,14.3,0,0
9654,35.0,6.5,1012.95,52.5,19.575000000000003,0,0
9655,35.0,0.0,1017.5,35.0,13.775000000000002,0,0
9656,26.0,4.0,1022.7,39.0,13.05,0,1
9657,48.0,7.5,1013.9,82.5,14.5,1,0
9658,31.0,7.0,1012.3,51.0,14.649999999999999,0,0
9659,30.0,5.5,1008.5,57.0,15.325,0,0
9660,39.0,1.0,1007.05,38.5,15.049999999999999,0,0
9661,33.0,0.5,1010.95,34.0,16.575000000000003,0,0
9662,33.0,2.0,1020.7,43.0,14.375,0,0
9663,33.0,1.0,1026.25,43.0,15.55,0,0
9664,24.0,2.0,1024.95,55.0,15.85,0,0
9665,41.0,1.0,1023.75,65.0,16.875,0,0
9666,37.0,0.5,1019.3,48.5,19.8,0,0
9667,39.0,3.5,1014.35,42.0,23.599999999999998,0,0
9668,35.0,8.0,1022.3,88.5,18.674999999999997,0,1
9669,59.0,8.0,1016.4,87.0,20.225,1,1
9670,50.0,2.5,1012.95,37.5,24.15,1,0
9671,28.0,1.0,1019.1,36.0,17.75,0,0
9672,35.0,3.0,1021.9,40.0,16.650000000000002,0,0
9673,37.0,4.5,1024.4,52.0,16.55,0,0
9674,39.0,6.0,1016.55,66.5,17.900000000000002,0,1
9675,50.0,4.0,1004.9000000000001,73.5,22.275,1,0
9676,35.0,1.0,1017.5,40.0,17.075,0,0
9677,43.0,2.0,1020.05,52.5,18.15,0,0
9678,33.0,6.5,1016.0,50.5,19.575,0,0
9679,30.0,7.0,1014.15,66.0,18.175,0,0
9680,52.0,2.5,1009.5,34.5,19.95,0,0
9681,31.0,5.0,1015.05,34.0,16.174999999999997,0,0
9682,37.0,6.5,1019.9,38.0,15.524999999999999,0,0
9683,24.0,7.0,1016.2,42.5,16.200000000000003,0,0
9684,26.0,8.0,1020.5,60.0,16.675,0,1
9685,33.0,8.0,1022.45,92.0,14.925,1,1
9686,30.0,6.5,1021.45,81.0,17.95,1,1
9687,43.0,6.0,1024.2,66.5,18.425,1,0
9688,30.0,2.5,1020.95,64.5,19.8,0,0
9689,39.0,2.5,1020.8,69.5,20.674999999999997,0,0
9690,52.0,4.0,1016.95,63.0,21.7,0,0
9691,35.0,6.0,1018.7,52.5,20.425,0,0
9692,43.0,1.5,1014.55,62.5,21.375,0,0
9693,24.0,3.5,1012.4,62.5,22.275000000000002,0,1
9694,52.0,3.5,1013.4000000000001,50.0,19.225,1,0
9695,39.0,6.5,1023.3499999999999,53.0,16.55,0,0
9696,24.0,7.0,1027.2,61.0,16.875,0,1
9697,56.0,8.0,1026.9,91.0,16.2,1,1
9698,50.0,8.0,1025.3,91.0,17.175,1,1
9699,61.0,8.0,1019.6500000000001,92.5,18.2,1,1
9700,52.0,7.0,1018.45,87.0,19.75,1,1
9701,37.0,5.5,1018.1,87.0,19.8,1,1
9702,37.0,3.0,1014.5,71.0,22.575000000000003,1,1
9704,35.0,8.0,1024.1,75.0,17.6,1,1
9705,46.0,8.0,1027.55,79.5,17.075,1,1
9706,50.0,7.5,1030.6,79.0,18.35,1,1
9707,39.0,4.0,1028.5500000000002,62.0,19.9,1,0
9708,54.0,4.0,1020.65,62.0,19.75,0,0
9709,50.0,7.0,1013.35,70.5,20.925,0,0
9710,61.0,8.0,1004.7,71.0,21.275,0,1
9711,52.0,1.0,1002.75,37.0,17.925,1,0
9712,31.0,0.0,1014.4000000000001,34.0,13.875,0,0
9713,48.0,0.5,1017.95,48.0,17.975,0,0
9714,41.0,2.5,1022.5,55.0,18.375,0,1
9715,28.0,7.0,1027.3,69.5,18.675,1,0
9716,37.0,1.0,1024.1,57.0,20.05,0,0
9717,48.0,1.5,1020.8,57.0,20.25,0,0
9718,37.0,0.5,1017.8499999999999,63.0,20.25,0,0
9719,39.0,5.0,1016.3499999999999,69.0,20.1,0,1
9720,33.0,6.0,1017.5999999999999,83.5,18.025,1,1
9721,35.0,6.0,1017.95,73.5,19.525000000000002,1,0
9722,41.0,1.0,1015.25,69.0,21.375,0,0
9723,33.0,3.5,1018.15,70.0,20.7,0,1
9724,28.0,1.0,1018.2,69.0,20.9,1,0
9725,54.0,3.5,1016.55,66.5,22.099999999999998,0,0
9726,52.0,7.0,1014.75,65.0,21.975,0,0
9727,41.0,8.0,1013.1500000000001,71.5,21.05,0,1
9728,24.0,1.0,1012.45,47.0,19.450000000000003,1,0
9729,24.0,1.0,1017.75,42.0,18.575000000000003,0,0
9730,41.0,8.0,1016.4,84.5,18.200000000000003,0,1
9731,67.0,7.0,1016.9,90.5,17.3,1,1
9732,43.0,8.0,1019.55,91.5,16.650000000000002,1,1
9733,39.0,4.0,1019.95,71.5,19.025,1,0
9734,57.0,7.0,1020.25,67.0,22.799999999999997,0,0
9735,43.0,4.0,1024.9,71.0,22.425,0,0
9736,52.0,2.5,1022.3499999999999,60.5,22.475,0,0
9737,30.0,7.0,1016.6500000000001,80.5,21.950000000000003,0,1
9738,56.0,1.0,1014.6500000000001,70.5,22.2,1,0
9739,57.0,2.0,1018.7,62.0,24.075,0,0
9740,57.0,1.0,1018.4000000000001,63.5,24.475,0,0
9741,61.0,6.5,1013.3499999999999,60.5,24.275,0,0
9742,39.0,7.5,1011.3,84.5,21.775,0,1
9743,39.0,8.0,1013.6500000000001,87.0,19.025,1,1
9744,22.0,8.0,1013.85,92.5,19.275,1,1
9745,50.0,7.0,1017.9,83.0,20.475,1,1
9746,41.0,7.0,1024.45,73.0,19.700000000000003,1,0
9747,22.0,7.5,1023.5999999999999,62.5,19.674999999999997,0,0
9748,30.0,6.5,1024.0,66.5,21.125,0,0
9749,39.0,6.0,1025.7,58.5,22.950000000000003,0,1
9750,35.0,4.0,1025.2,60.5,22.0,1,0
9751,41.0,5.0,1021.95,53.5,22.0,0,0
9752,46.0,6.0,1019.0,66.0,21.525000000000002,0,1
9753,48.0,2.0,1017.2,59.0,23.25,1,0
9754,52.0,7.0,1013.65,57.5,22.575000000000003,0,0
9756,37.0,8.0,1013.6500000000001,80.5,21.825000000000003,1,1
9757,48.0,7.0,1014.45,86.5,22.075000000000003,1,1
9758,33.0,7.0,1017.45,86.5,21.925,1,1
9759,31.0,7.5,1016.75,71.0,22.8,1,0
9760,41.0,8.0,1012.25,86.0,21.85,0,1
9761,22.0,8.0,1011.8499999999999,93.5,20.65,1,1
9762,28.0,4.0,1013.1,70.0,22.925,1,0
9763,26.0,3.0,1015.6500000000001,69.0,23.375,0,1
9764,44.0,6.0,1017.0,85.0,23.599999999999998,1,0
9765,63.0,2.0,1014.15,67.5,25.674999999999997,0,0
9766,50.0,6.5,1007.65,66.5,27.650000000000002,0,1
9767,26.0,7.5,1006.35,85.5,23.5,1,1
9768,30.0,1.5,1006.0,73.5,24.6,1,0
9769,50.0,6.0,1011.45,77.0,23.525,0,1
9770,35.0,5.0,1012.85,75.0,23.925,1,1
9771,28.0,2.5,1009.2,65.5,24.049999999999997,1,0
9772,35.0,6.0,1004.95,61.5,25.55,0,1
9773,65.0,7.0,1004.4,81.5,23.0,1,0
9774,33.0,7.5,1005.6500000000001,81.5,20.95,0,0
9775,48.0,8.0,1003.7,76.5,19.875,0,1
9776,63.0,1.0,1001.3,29.5,22.724999999999998,1,0
9777,37.0,1.0,1011.1500000000001,43.0,20.175,0,0
9778,33.0,6.5,1017.45,54.0,23.475,0,1
9779,24.0,8.0,1017.55,89.0,20.9,1,1
9780,46.0,8.0,1020.6500000000001,82.0,22.45,1,1
9781,31.0,8.0,1014.95,93.0,21.775,1,1
9782,39.0,7.0,1006.25,72.0,24.95,1,1
9783,41.0,7.0,1002.4,78.5,23.775,1,1
9784,50.0,8.0,1016.6500000000001,89.5,20.025,1,1
9785,24.0,3.5,1017.3,68.5,22.675,1,0
9786,24.0,1.0,1016.3499999999999,63.5,23.300000000000004,0,0
9787,22.0,2.0,1015.95,65.0,24.375,0,0
9788,52.0,1.5,1014.5999999999999,62.0,24.125,0,0
9789,57.0,2.5,1011.0,70.5,27.200000000000003,0,0
9790,46.0,6.5,1010.3,79.5,25.525,0,0
9791,50.0,6.5,1008.75,63.5,25.4,0,0
9792,48.0,7.0,1006.05,68.0,23.5,0,1
9793,31.0,8.0,1008.1500000000001,95.5,19.275,1,1
9794,56.0,7.0,1011.05,80.0,22.799999999999997,1,1
9795,33.0,6.5,1010.25,82.0,23.425,1,1
9797,54.0,8.0,1011.05,86.0,23.825,1,1
9798,44.0,7.5,1011.25,81.5,24.775000000000002,1,1
9799,48.0,8.0,1012.3,95.5,23.575000000000003,1,1
9800,31.0,4.0,1014.4000000000001,68.5,24.85,1,1
9801,35.0,6.5,1012.05,69.5,24.475,1,0
9802,35.0,5.5,1008.9,67.5,24.299999999999997,0,0
9803,26.0,1.0,1008.0,69.0,23.725,0,0
9804,31.0,1.0,1003.05,62.5,23.974999999999998,0,0
9805,35.0,7.5,1005.4,74.0,24.8,0,0
9806,59.0,5.0,1008.0999999999999,83.0,24.825,0,1
9807,41.0,6.0,1011.5,73.0,23.35,1,0
9808,30.0,4.5,1013.7,66.5,24.025,0,0
9809,35.0,7.0,1014.7,76.0,22.625,0,1
9810,28.0,4.0,1011.7,59.0,22.925,1,0
9811,54.0,3.5,1007.8499999999999,60.0,24.099999999999998,0,0
9812,57.0,3.0,1008.0,63.0,26.25,0,0
9813,56.0,0.5,1013.25,68.0,26.15,0,0
9814,57.0,2.0,1012.8,64.5,26.55,0,0
9815,50.0,8.0,1015.85,80.5,24.175,0,1
9816,35.0,2.0,1019.9000000000001,60.5,23.424999999999997,1,1
9817,35.0,6.0,1020.1,68.5,23.55,1,0
9818,56.0,0.0,1016.0,63.5,25.7,0,0
9819,61.0,1.0,1014.35,64.0,27.95,0,0
9820,61.0,1.0,1014.8499999999999,69.0,28.624999999999996,0,0
9821,50.0,5.0,1014.75,71.0,28.5,0,0
9822,44.0,1.5,1014.2,68.5,27.9,0,0
9823,59.0,1.0,1013.65,66.5,28.575,0,0
9824,67.0,1.0,1014.0,66.0,29.175,0,1
9825,54.0,7.5,1020.05,76.0,20.8,1,0
9826,35.0,8.0,1017.4,80.5,20.4,0,0
9827,44.0,6.5,1021.6500000000001,68.5,21.775,0,1
9828,31.0,6.5,1021.3,82.5,21.7,1,1
9829,46.0,1.0,1016.75,65.0,24.724999999999998,1,0
9830,43.0,1.5,1013.1500000000001,63.0,26.075,0,0
9831,33.0,6.0,1015.0,75.5,25.525,0,1
9832,44.0,8.0,1018.7,94.0,21.2,1,1
9833,33.0,7.0,1019.6,79.0,23.15,1,1
9834,35.0,7.5,1017.75,86.0,23.150000000000002,1,0
9835,37.0,4.0,1014.4,75.5,24.8,0,0
9836,31.0,4.0,1013.45,67.5,25.725,0,0
9837,48.0,3.5,1012.0999999999999,76.5,25.674999999999997,0,0
9838,35.0,1.0,1007.15,65.5,28.575,0,1
9839,56.0,6.5,1009.05,82.0,25.150000000000002,1,1
9840,59.0,8.0,1018.2,77.0,20.8,1,1
9841,57.0,6.0,1019.1,69.0,20.975,1,0
9842,37.0,4.0,1017.25,61.0,22.4,0,0
9843,28.0,1.0,1013.7,65.0,23.125,0,0
9844,37.0,7.0,1012.35,71.0,24.700000000000003,0,0
9845,50.0,3.5,1009.75,66.0,26.3,0,0
9846,41.0,4.5,1009.2,75.5,26.200000000000003,0,1
9847,98.0,4.0,1006.3,73.0,27.1,1,1
9848,39.0,7.0,1013.25,82.0,24.075,1,1
9849,28.0,7.5,1009.55,86.5,23.224999999999998,1,1
9850,30.0,8.0,1009.75,84.0,23.5,1,1
9851,70.0,7.5,1017.8,87.5,21.150000000000002,1,1
9852,48.0,7.0,1023.7,64.5,20.4,1,1
9853,31.0,5.5,1021.75,70.5,21.025000000000002,1,1
9854,33.0,7.0,1018.9,77.5,22.099999999999998,1,0
9855,37.0,7.0,1016.65,63.5,23.325000000000003,0,0
9856,44.0,5.5,1013.8,64.5,24.25,0,0
9857,50.0,5.5,1015.45,69.0,24.5,0,0
9858,41.0,6.0,1020.55,78.0,23.700000000000003,0,0
9859,33.0,3.0,1021.65,71.0,24.025,0,0
9860,46.0,1.0,1019.1500000000001,68.0,24.65,0,0
9861,22.0,2.5,1018.55,68.5,24.25,0,0
9862,22.0,6.5,1015.95,72.5,24.525,0,0
9863,46.0,7.5,1016.85,80.5,24.049999999999997,0,1
9864,24.0,7.0,1012.6,82.0,23.200000000000003,1,0
9865,24.0,7.0,1011.65,84.5,22.15,0,1
9866,26.0,7.5,1008.75,84.0,22.25,1,1
9867,26.0,6.5,1004.8499999999999,84.0,23.85,1,0
9868,24.0,3.0,1000.5999999999999,72.5,26.25,0,1
9869,20.0,7.0,1003.1,68.0,24.35,1,0
9870,30.0,0.5,1006.55,51.0,23.125,0,0
9871,30.0,0.5,1008.65,53.5,21.675,0,0
9872,54.0,2.0,1015.55,55.0,22.65,0,0
9873,48.0,4.5,1021.7,59.0,21.725,0,1
9874,33.0,4.5,1023.8,75.5,21.25,1,1
9876,28.0,3.5,1019.45,75.5,22.525,1,0
9877,43.0,2.0,1019.3,72.0,22.25,0,1
9878,48.0,2.5,1014.0999999999999,61.5,19.8,1,0
9879,30.0,7.0,1013.95,59.0,19.325000000000003,0,0
9880,19.0,3.5,1012.9000000000001,63.5,18.975,0,1
9881,48.0,3.0,1012.8,72.0,19.375,1,0
9882,56.0,3.5,1017.05,58.0,19.35,0,0
9883,50.0,4.0,1019.35,48.0,18.825000000000003,0,0
9884,35.0,2.0,1016.4,46.5,17.375,0,0
9885,35.0,6.0,1012.95,58.0,18.049999999999997,0,0
9886,31.0,5.5,1011.0999999999999,68.5,17.1,0,1
9887,59.0,1.0,1010.4,52.5,16.825000000000003,1,0
9888,20.0,2.0,1010.2,39.5,14.925,0,0
9889,30.0,3.0,1010.45,38.0,14.975,0,0
9890,24.0,2.0,1012.65,49.5,15.725000000000001,0,0
9891,33.0,1.0,1015.1,44.0,14.95,0,0
9892,39.0,1.0,1026.6999999999998,45.0,15.924999999999999,0,0
9893,20.0,0.5,1028.15,54.5,15.899999999999999,0,0
9894,31.0,0.5,1027.3,50.5,15.4,0,0
9895,39.0,4.0,1029.1999999999998,60.0,17.799999999999997,0,1
9896,26.0,1.0,1029.4499999999998,61.5,18.650000000000002,1,0
9897,26.0,7.0,1027.05,75.5,16.825,0,1
9898,24.0,3.0,1024.15,77.0,17.775000000000002,1,0
9899,35.0,7.0,1020.15,82.5,17.025,0,0
9900,43.0,7.5,1010.2,85.5,17.400000000000002,0,1
9901,39.0,3.0,1004.95,57.0,17.724999999999998,1,0
9902,61.0,5.0,1005.25,51.0,15.05,0,1
9903,56.0,1.0,1012.8499999999999,45.0,16.85,1,0
9904,31.0,1.0,1017.0999999999999,56.0,16.8,0,0
9905,31.0,5.5,1021.8,57.0,16.775,0,0
9906,46.0,2.0,1022.5,73.0,15.625,0,1
9907,48.0,8.0,1016.75,84.5,12.825,1,1
9908,43.0,4.0,1015.35,72.0,14.174999999999999,1,1
9909,76.0,7.0,1016.8,79.0,17.275,1,1
9910,57.0,5.5,1019.1,81.5,17.125,1,1
9911,41.0,1.5,1016.75,60.0,17.174999999999997,1,0
9912,19.0,1.5,1016.1,66.5,16.05,0,0
